age,workclass,education,educational-num,marital-status,occupation,relationship,race,gender,capital-gain,capital-loss,hours-per-week,native-country,expectation,prediction
51.0,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,40.0,United-States,0.7189840708592345,>50K
20.0,Private,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Female,0.0,0.0,40.0,United-States,0.007771783721811629,<=50K
35.0,Federal-gov,Some-college,10,Married-civ-spouse,Tech-support,Husband,White,Male,0.0,0.0,40.0,Germany,0.3882502047701195,<=50K
19.0,Local-gov,Some-college,10,Never-married,Machine-op-inspct,Not-in-family,White,Male,0.0,0.0,40.0,United-States,0.005421276184618688,<=50K
17.0,Private,10th,6,Never-married,Sales,Own-child,White,Female,594.0,0.0,12.0,United-States,0.0004791843801220015,<=50K
41.0,Private,HS-grad,9,Divorced,Adm-clerical,Unmarried,White,Female,3674.0,0.0,42.0,United-States,0.012661502533709767,<=50K
42.0,Private,Assoc-voc,11,Married-civ-spouse,?,Wife,White,Female,0.0,0.0,20.0,Iran,0.26662509546508767,<=50K
48.0,Private,HS-grad,9,Never-married,Craft-repair,Own-child,White,Male,0.0,0.0,40.0,United-States,0.037156033244847904,<=50K
28.0,Private,Some-college,10,Married-civ-spouse,?,Other-relative,White,Female,0.0,0.0,20.0,United-States,0.03463432652731532,<=50K
45.0,Private,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40.0,United-States,0.44523076767725805,>50K
53.0,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,72.0,United-States,0.5857856882761205,>50K
42.0,Private,Masters,14,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,55.0,United-States,0.7129175227658769,>50K
64.0,Private,Some-college,10,Married-civ-spouse,?,Husband,White,Male,0.0,0.0,8.0,United-States,0.10054644773896233,<=50K
43.0,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40.0,United-States,0.3376325905514154,<=50K
21.0,Private,HS-grad,9,Never-married,Other-service,Other-relative,Black,Male,0.0,0.0,40.0,United-States,0.0015923294800020162,<=50K
54.0,Private,7th-8th,4,Never-married,Craft-repair,Not-in-family,Black,Male,0.0,0.0,50.0,United-States,0.011193407754720821,<=50K
48.0,Private,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,0.0,0.0,20.0,United-States,0.27972559566684113,<=50K
20.0,Private,HS-grad,9,Never-married,Exec-managerial,Unmarried,Black,Female,0.0,0.0,40.0,United-States,0.0034337018085092447,<=50K
47.0,State-gov,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,45.0,United-States,0.7786120218721446,>50K
50.0,Private,Preschool,1,Married-civ-spouse,Farming-fishing,Husband,Black,Male,0.0,0.0,40.0,Haiti,0.0641204827661814,<=50K
33.0,Private,Bachelors,13,Never-married,Adm-clerical,Not-in-family,Black,Female,0.0,0.0,40.0,United-States,0.04368750748046596,<=50K
27.0,Private,Bachelors,13,Never-married,Sales,Own-child,Other,Male,0.0,0.0,38.0,United-States,0.03144381190875296,<=50K
34.0,Private,10th,6,Never-married,Other-service,Not-in-family,White,Male,0.0,0.0,30.0,United-States,0.0013460852828031326,<=50K
29.0,Private,Bachelors,13,Never-married,Sales,Own-child,White,Female,0.0,0.0,50.0,United-States,0.107954683855363,<=50K
22.0,State-gov,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Female,0.0,0.0,8.0,United-States,0.0018294488432053799,<=50K
44.0,Local-gov,Assoc-voc,11,Married-civ-spouse,Farming-fishing,Husband,White,Male,0.0,0.0,40.0,United-States,0.2779708847609363,<=50K
52.0,Private,Masters,14,Married-civ-spouse,Exec-managerial,Wife,White,Female,15024.0,0.0,60.0,United-States,0.9970949131555038,>50K
56.0,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0.0,0.0,40.0,United-States,0.3753728619554173,<=50K
32.0,Self-emp-inc,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40.0,United-States,0.27528669433625286,<=50K
49.0,Private,Bachelors,13,Married-civ-spouse,Sales,Husband,Asian-Pac-Islander,Male,0.0,0.0,50.0,Japan,0.6581215822433343,>50K
40.0,Private,Bachelors,13,Divorced,Exec-managerial,Not-in-family,White,Male,0.0,2559.0,40.0,United-States,0.9183351706361182,>50K
17.0,Private,11th,7,Never-married,Adm-clerical,Own-child,White,Female,0.0,0.0,40.0,United-States,0.001325445312120167,<=50K
29.0,Private,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0.0,0.0,40.0,United-States,0.20539752012060317,<=50K
30.0,Private,Assoc-voc,11,Never-married,Other-service,Not-in-family,White,Female,0.0,0.0,41.0,United-States,0.017271395026260343,<=50K
68.0,Local-gov,HS-grad,9,Widowed,Adm-clerical,Not-in-family,White,Female,0.0,0.0,33.0,United-States,0.008193350023331138,<=50K
31.0,Self-emp-inc,Prof-school,15,Married-civ-spouse,Prof-specialty,Wife,White,Female,0.0,0.0,40.0,United-States,0.8466437297719348,>50K
22.0,Private,HS-grad,9,Never-married,Sales,Own-child,White,Female,1055.0,0.0,25.0,United-States,0.0012467648497579364,<=50K
62.0,Private,Some-college,10,Married-civ-spouse,Craft-repair,Husband,Black,Male,0.0,0.0,40.0,United-States,0.32998292843585764,<=50K
29.0,Local-gov,10th,6,Never-married,Farming-fishing,Not-in-family,White,Male,0.0,0.0,40.0,United-States,0.0022847829550226256,<=50K
52.0,Private,Assoc-acdm,12,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,55.0,United-States,0.7463648007225686,>50K
35.0,Private,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,60.0,United-States,0.38243236626611105,<=50K
44.0,Private,HS-grad,9,Divorced,Sales,Unmarried,White,Female,0.0,0.0,60.0,United-States,0.05008083077120365,<=50K
67.0,Private,Bachelors,13,Married-civ-spouse,?,Husband,White,Male,0.0,2174.0,50.0,United-States,0.4025935752224163,>50K
34.0,Private,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,60.0,United-States,0.6199093990510203,>50K
66.0,Private,7th-8th,4,Married-civ-spouse,Other-service,Husband,Black,Male,1797.0,0.0,20.0,United-States,0.014841892187540917,<=50K
39.0,State-gov,HS-grad,9,Married-civ-spouse,Protective-serv,Other-relative,White,Female,0.0,0.0,40.0,United-States,0.17826593978272615,<=50K
21.0,Private,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,7298.0,0.0,60.0,United-States,0.9244238957037061,>50K
53.0,Private,Some-college,10,Married-civ-spouse,?,Wife,White,Female,0.0,0.0,5.0,United-States,0.31707889355836727,<=50K
49.0,Self-emp-not-inc,HS-grad,9,Divorced,Transport-moving,Not-in-family,White,Male,0.0,0.0,70.0,United-States,0.04058787286399016,<=50K
42.0,Private,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,Amer-Indian-Eskimo,Male,0.0,0.0,40.0,United-States,0.4200186694304531,>50K
33.0,Private,Bachelors,13,Married-civ-spouse,?,Wife,White,Female,3103.0,0.0,60.0,United-States,0.872852584154969,>50K
23.0,Private,Some-college,10,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0.0,0.0,55.0,United-States,0.12811435687884734,<=50K
48.0,Self-emp-inc,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,1902.0,50.0,United-States,0.9636005512472503,>50K
18.0,Self-emp-inc,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,0.0,0.0,20.0,United-States,0.002387828824221149,<=50K
37.0,Private,Masters,14,Never-married,Prof-specialty,Unmarried,White,Female,0.0,0.0,40.0,United-States,0.22165405640844615,<=50K
33.0,Private,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,0.0,0.0,40.0,United-States,0.3219069737538298,<=50K
54.0,Self-emp-not-inc,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40.0,Ireland,0.4023056459963084,>50K
25.0,Private,7th-8th,4,Married-civ-spouse,Farming-fishing,Husband,White,Male,0.0,0.0,50.0,United-States,0.033372914115309044,<=50K
20.0,Private,5th-6th,3,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40.0,Mexico,0.02066832829174408,<=50K
20.0,Private,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Male,0.0,0.0,40.0,United-States,0.004361246008250719,<=50K
31.0,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0.0,0.0,40.0,United-States,0.20234447606595052,<=50K
47.0,Local-gov,Some-college,10,Divorced,Adm-clerical,Unmarried,White,Female,0.0,0.0,40.0,United-States,0.051270120346798766,<=50K
40.0,Self-emp-not-inc,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40.0,United-States,0.3538901256462933,<=50K
64.0,Private,HS-grad,9,Widowed,Adm-clerical,Unmarried,White,Female,0.0,0.0,40.0,United-States,0.019661969162652653,<=50K
51.0,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0.0,0.0,40.0,United-States,0.37295443501502173,<=50K
32.0,Private,Some-college,10,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0.0,0.0,40.0,United-States,0.21834919217301046,<=50K
40.0,Private,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40.0,United-States,0.44922002558215013,>50K
59.0,Local-gov,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,55.0,United-States,0.40523689062907103,>50K
29.0,Private,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,0.0,0.0,40.0,United-States,0.08531809166097086,<=50K
58.0,Private,HS-grad,9,Divorced,Sales,Unmarried,White,Female,0.0,0.0,23.0,United-States,0.015818333709348494,<=50K
22.0,Private,HS-grad,9,Never-married,Adm-clerical,Own-child,White,Female,0.0,0.0,38.0,United-States,0.002961182796457353,<=50K
50.0,Private,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,40.0,United-States,0.8038860932429298,>50K
30.0,Federal-gov,Some-college,10,Married-civ-spouse,Armed-Forces,Husband,White,Male,0.0,0.0,48.0,United-States,0.39908892758511844,>50K
61.0,Private,Bachelors,13,Widowed,Machine-op-inspct,Unmarried,Asian-Pac-Islander,Female,0.0,0.0,40.0,United-States,0.07512332595986289,<=50K
63.0,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40.0,United-States,0.2770030770740749,<=50K
47.0,Private,1st-4th,2,Widowed,Machine-op-inspct,Unmarried,White,Male,0.0,0.0,40.0,Mexico,0.004819910095819175,<=50K
37.0,Private,HS-grad,9,Never-married,Adm-clerical,Own-child,White,Male,0.0,0.0,38.0,United-States,0.023348415775072396,<=50K
24.0,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,40.0,United-States,0.20664782276805532,<=50K
42.0,Federal-gov,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,0.0,1887.0,40.0,United-States,0.9240673014497959,>50K
50.0,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0.0,1848.0,48.0,United-States,0.7509166190195213,>50K
25.0,State-gov,Bachelors,13,Never-married,Prof-specialty,Not-in-family,Asian-Pac-Islander,Male,0.0,0.0,20.0,India,0.005521521523330393,<=50K
19.0,Private,HS-grad,9,Never-married,Adm-clerical,Own-child,White,Female,0.0,0.0,20.0,United-States,0.0010995236626009418,<=50K
27.0,Private,Masters,14,Never-married,Exec-managerial,Not-in-family,White,Female,0.0,0.0,40.0,United-States,0.09123257267449164,<=50K
31.0,Private,Some-college,10,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0.0,0.0,40.0,United-States,0.2158334086166729,<=50K
60.0,State-gov,Masters,14,Married-civ-spouse,Prof-specialty,Wife,White,Female,0.0,0.0,8.0,United-States,0.5956720454915433,>50K
39.0,Private,HS-grad,9,Never-married,Other-service,Not-in-family,White,Female,0.0,0.0,40.0,United-States,0.015983694203673904,<=50K
35.0,Self-emp-not-inc,HS-grad,9,Never-married,Other-service,Unmarried,White,Female,0.0,0.0,5.0,Canada,0.001645649199123231,<=50K
64.0,Local-gov,HS-grad,9,Married-civ-spouse,Prof-specialty,Wife,White,Female,0.0,0.0,20.0,United-States,0.14699748354808592,<=50K
55.0,Local-gov,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,40.0,United-States,0.43161250711163246,>50K
41.0,Private,HS-grad,9,Divorced,Craft-repair,Not-in-family,White,Female,0.0,0.0,40.0,United-States,0.028935246973566593,<=50K
36.0,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,40.0,United-States,0.5939018335846229,>50K
42.0,Private,HS-grad,9,Never-married,Machine-op-inspct,Unmarried,Black,Female,0.0,0.0,40.0,United-States,0.011235199388354178,<=50K
23.0,Private,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Female,0.0,0.0,45.0,United-States,0.051678491991553055,<=50K
37.0,Private,HS-grad,9,Divorced,Farming-fishing,Own-child,White,Male,0.0,0.0,60.0,United-States,0.030501153943557412,<=50K
25.0,Private,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,50.0,United-States,0.30592198948437627,<=50K
39.0,Private,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,7298.0,0.0,50.0,United-States,0.9690403419256038,>50K
44.0,Private,HS-grad,9,Married-civ-spouse,Other-service,Husband,Asian-Pac-Islander,Male,0.0,0.0,40.0,Thailand,0.18490196014384935,<=50K
45.0,State-gov,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,40.0,United-States,0.7984379533814941,>50K
40.0,Private,Some-college,10,Divorced,Other-service,Unmarried,White,Female,0.0,0.0,30.0,United-States,0.016779123465716226,<=50K
37.0,Private,Bachelors,13,Never-married,Adm-clerical,Own-child,Black,Female,0.0,0.0,32.0,United-States,0.031702565843664175,<=50K
46.0,Private,Bachelors,13,Never-married,Prof-specialty,Not-in-family,Black,Female,0.0,0.0,44.0,United-States,0.16360965236559907,<=50K
41.0,Private,Bachelors,13,Married-civ-spouse,Farming-fishing,Husband,White,Male,0.0,0.0,45.0,United-States,0.43627617572628535,>50K
43.0,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0.0,0.0,44.0,United-States,0.297125421342704,<=50K
44.0,Local-gov,Assoc-voc,11,Divorced,Machine-op-inspct,Unmarried,Amer-Indian-Eskimo,Male,0.0,0.0,40.0,United-States,0.035297840537878454,<=50K
30.0,State-gov,HS-grad,9,Divorced,Other-service,Unmarried,White,Female,0.0,0.0,50.0,United-States,0.013179760509472825,<=50K
51.0,Private,Some-college,10,Married-spouse-absent,Transport-moving,Unmarried,White,Male,0.0,0.0,40.0,United-States,0.07771727444409703,<=50K
53.0,Private,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Male,0.0,0.0,40.0,United-States,0.27496412933664977,<=50K
64.0,Private,HS-grad,9,Widowed,Adm-clerical,Not-in-family,White,Female,0.0,0.0,40.0,United-States,0.021923270021433,<=50K
26.0,Private,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,40.0,United-States,0.24775933586186594,<=50K
40.0,Private,HS-grad,9,Divorced,Exec-managerial,Not-in-family,White,Female,0.0,0.0,40.0,United-States,0.05200137848472249,<=50K
62.0,Private,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,2829.0,0.0,28.0,United-States,0.28889813766605194,<=50K
27.0,Private,Some-college,10,Never-married,Handlers-cleaners,Own-child,Black,Male,0.0,0.0,40.0,United-States,0.0053435912352920315,<=50K
26.0,State-gov,HS-grad,9,Divorced,Transport-moving,Unmarried,White,Male,0.0,0.0,40.0,United-States,0.0046769188160070115,<=50K
20.0,Private,Some-college,10,Never-married,Sales,Not-in-family,White,Female,0.0,0.0,20.0,United-States,0.0022629578662717877,<=50K
52.0,Federal-gov,Assoc-acdm,12,Widowed,Exec-managerial,Unmarried,White,Male,13550.0,0.0,40.0,United-States,0.941999023604668,>50K
63.0,Private,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,1887.0,40.0,United-States,0.9314210262063013,>50K
33.0,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,4386.0,0.0,48.0,United-States,0.5727649744004008,>50K
58.0,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0.0,0.0,24.0,United-States,0.20659255246134764,<=50K
56.0,Private,9th,5,Divorced,Protective-serv,Not-in-family,White,Male,0.0,0.0,40.0,United-States,0.014992083232815864,<=50K
20.0,Private,Assoc-voc,11,Never-married,?,Own-child,Black,Female,0.0,0.0,15.0,United-States,0.0009363812646067121,<=50K
60.0,Private,7th-8th,4,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40.0,United-States,0.15384198920674524,<=50K
50.0,Private,Assoc-voc,11,Married-civ-spouse,Protective-serv,Husband,White,Male,0.0,0.0,40.0,United-States,0.5763048558682575,>50K
63.0,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0.0,0.0,60.0,United-States,0.3661454916173699,<=50K
25.0,Private,11th,7,Married-civ-spouse,Craft-repair,Husband,Other,Male,0.0,0.0,40.0,United-States,0.05251940832283344,<=50K
51.0,Private,11th,7,Divorced,Sales,Unmarried,White,Female,0.0,0.0,35.0,United-States,0.009373408816085,<=50K
29.0,Private,Assoc-voc,11,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,40.0,United-States,0.31958458278704766,<=50K
49.0,Self-emp-inc,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,55.0,United-States,0.772095160833755,>50K
24.0,Private,Assoc-voc,11,Never-married,Sales,Not-in-family,White,Male,0.0,0.0,30.0,United-States,0.003299760654076833,<=50K
33.0,Private,9th,5,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0.0,0.0,40.0,United-States,0.06845540110962488,<=50K
41.0,Private,HS-grad,9,Divorced,Other-service,Not-in-family,White,Male,0.0,0.0,40.0,United-States,0.021470844406978894,<=50K
58.0,Private,HS-grad,9,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,40.0,United-States,0.4342958740585387,>50K
24.0,Self-emp-not-inc,9th,5,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40.0,United-States,0.03240484084602288,<=50K
22.0,Private,Assoc-voc,11,Never-married,Sales,Not-in-family,White,Female,0.0,0.0,40.0,United-States,0.00913270611668745,<=50K
31.0,Private,7th-8th,4,Never-married,Machine-op-inspct,Other-relative,White,Female,0.0,0.0,20.0,Mexico,0.0004188645936205694,<=50K
41.0,Local-gov,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,45.0,United-States,0.6996631715237096,>50K
30.0,Private,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0.0,0.0,40.0,United-States,0.2106885361431057,<=50K
27.0,Private,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,0.0,0.0,55.0,United-States,0.07764971534730153,<=50K
32.0,Private,Some-college,10,Never-married,Farming-fishing,Own-child,Amer-Indian-Eskimo,Male,0.0,0.0,40.0,United-States,0.01601211828473835,<=50K
48.0,Private,HS-grad,9,Divorced,Adm-clerical,Not-in-family,Black,Female,0.0,0.0,37.0,United-States,0.01814378608719233,<=50K
19.0,Private,HS-grad,9,Never-married,Sales,Own-child,White,Female,0.0,0.0,30.0,United-States,0.001437110654695661,<=50K
23.0,Private,Assoc-voc,11,Never-married,?,Unmarried,Black,Male,0.0,0.0,40.0,United-States,0.002643130552349061,<=50K
45.0,State-gov,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,0.0,0.0,40.0,United-States,0.24505330415712884,<=50K
30.0,Private,HS-grad,9,Separated,?,Own-child,Black,Female,0.0,0.0,20.0,United-States,0.002649407579760515,<=50K
30.0,State-gov,Bachelors,13,Divorced,Tech-support,Not-in-family,White,Female,0.0,0.0,40.0,United-States,0.03499850165832021,<=50K
61.0,State-gov,Some-college,10,Divorced,Craft-repair,Not-in-family,White,Male,0.0,0.0,40.0,Germany,0.026867010304764415,<=50K
44.0,Private,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,40.0,United-States,0.49393679738117224,>50K
23.0,Private,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,0.0,0.0,40.0,Nicaragua,0.003607130746324067,<=50K
30.0,Private,HS-grad,9,Never-married,Adm-clerical,Own-child,White,Female,0.0,0.0,40.0,United-States,0.01265880954822951,<=50K
40.0,Private,Some-college,10,Divorced,Sales,Unmarried,Asian-Pac-Islander,Female,0.0,0.0,40.0,United-States,0.03873383910711831,<=50K
55.0,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,2057.0,40.0,United-States,0.09417397204964414,<=50K
41.0,State-gov,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,7298.0,0.0,40.0,United-States,0.99092024961241,>50K
49.0,Self-emp-inc,Prof-school,15,Widowed,Prof-specialty,Unmarried,White,Male,99999.0,0.0,50.0,United-States,0.9881875270520903,>50K
40.0,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,50.0,United-States,0.7804590303525842,>50K
22.0,Private,Some-college,10,Never-married,Sales,Not-in-family,White,Male,0.0,0.0,40.0,United-States,0.01027922748583993,<=50K
26.0,Private,Assoc-voc,11,Never-married,Handlers-cleaners,Other-relative,White,Male,0.0,0.0,28.0,United-States,0.0028794641467675738,<=50K
74.0,Private,Some-college,10,Divorced,Sales,Not-in-family,White,Female,7262.0,0.0,30.0,United-States,0.4689460447593025,>50K
56.0,Private,Some-college,10,Divorced,Exec-managerial,Not-in-family,White,Female,3325.0,0.0,45.0,United-States,0.05920730758887435,<=50K
36.0,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,Amer-Indian-Eskimo,Male,0.0,0.0,40.0,United-States,0.27236352245428397,<=50K
35.0,Self-emp-inc,Bachelors,13,Married-civ-spouse,Tech-support,Husband,White,Male,0.0,0.0,45.0,United-States,0.6950094118426654,>50K
50.0,Private,Some-college,10,Married-civ-spouse,?,Husband,Asian-Pac-Islander,Male,0.0,0.0,50.0,United-States,0.4484369738619414,>50K
49.0,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,0.0,0.0,40.0,United-States,0.18025992324940987,<=50K
90.0,Self-emp-not-inc,Prof-school,15,Widowed,Prof-specialty,Not-in-family,White,Male,1086.0,0.0,60.0,United-States,0.3756715334733439,<=50K
21.0,Private,HS-grad,9,Never-married,Handlers-cleaners,Not-in-family,Asian-Pac-Islander,Female,0.0,0.0,34.0,South,0.0007866230482040232,<=50K
25.0,Private,Some-college,10,Separated,Adm-clerical,Other-relative,Other,Female,0.0,0.0,40.0,Ecuador,0.005034008531136559,<=50K
25.0,Private,HS-grad,9,Never-married,Sales,Own-child,White,Female,0.0,0.0,25.0,United-States,0.001447447493102627,<=50K
23.0,Private,Some-college,10,Never-married,Sales,Own-child,White,Female,0.0,0.0,20.0,United-States,0.0020357640196534046,<=50K
20.0,Private,Some-college,10,Never-married,?,Other-relative,Black,Female,0.0,0.0,40.0,United-States,0.0020666276031144227,<=50K
66.0,Self-emp-inc,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,50.0,United-States,0.37610399325365657,<=50K
55.0,Private,7th-8th,4,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,10.0,United-States,0.07367841266861723,<=50K
45.0,Private,11th,7,Divorced,?,Unmarried,Black,Female,0.0,0.0,16.0,United-States,0.0030309178550035213,<=50K
82.0,Self-emp-inc,7th-8th,4,Widowed,Exec-managerial,Not-in-family,White,Female,0.0,0.0,40.0,United-States,0.010336836825206624,<=50K
43.0,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,1902.0,40.0,United-States,0.968960818369512,>50K
50.0,Private,1st-4th,2,Married-spouse-absent,Other-service,Not-in-family,White,Male,0.0,0.0,40.0,Mexico,0.005551764902347913,<=50K
30.0,Private,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,50.0,United-States,0.6443757722154076,>50K
25.0,Private,HS-grad,9,Never-married,Sales,Not-in-family,White,Female,0.0,0.0,35.0,United-States,0.0025051477133193247,<=50K
38.0,Federal-gov,HS-grad,9,Divorced,Craft-repair,Unmarried,White,Male,0.0,0.0,40.0,United-States,0.03433675418893811,<=50K
43.0,Private,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,44.0,United-States,0.5047651292252909,>50K
24.0,Private,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,37.0,United-States,0.1133029299869801,<=50K
32.0,Self-emp-not-inc,Some-college,10,Separated,Other-service,Unmarried,White,Female,0.0,0.0,40.0,United-States,0.01503984100803499,<=50K
23.0,Private,Some-college,10,Never-married,Craft-repair,Not-in-family,White,Male,0.0,0.0,40.0,United-States,0.009250008370654208,<=50K
48.0,Federal-gov,Some-college,10,Divorced,Adm-clerical,Unmarried,Black,Male,5455.0,0.0,40.0,United-States,0.2924800267333706,<=50K
38.0,Self-emp-inc,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40.0,United-States,0.6155612656698601,>50K
48.0,Self-emp-inc,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,50.0,United-States,0.7487216155211309,>50K
42.0,Self-emp-not-inc,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,52.0,United-States,0.3900664593496672,<=50K
48.0,Private,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,0.0,0.0,40.0,United-States,0.23349472919646547,<=50K
34.0,Federal-gov,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,53.0,United-States,0.7236996522447275,>50K
46.0,Private,Bachelors,13,Divorced,Sales,Unmarried,Asian-Pac-Islander,Female,0.0,0.0,40.0,China,0.05405799093198544,<=50K
36.0,Federal-gov,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,40.0,United-States,0.6230340368549412,>50K
31.0,Private,11th,7,Never-married,Exec-managerial,Own-child,White,Male,0.0,0.0,40.0,United-States,0.008552886626229822,<=50K
38.0,Local-gov,Bachelors,13,Married-civ-spouse,Protective-serv,Husband,White,Male,0.0,0.0,40.0,United-States,0.6009026052551416,>50K
28.0,Private,HS-grad,9,Never-married,Handlers-cleaners,Other-relative,White,Male,0.0,0.0,40.0,United-States,0.008631054371125149,<=50K
47.0,Private,10th,6,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,40.0,United-States,0.22044818419603723,<=50K
41.0,State-gov,Some-college,10,Never-married,Farming-fishing,Not-in-family,Black,Male,0.0,0.0,40.0,United-States,0.025858833561109133,<=50K
28.0,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,42.0,United-States,0.5044260257569899,>50K
44.0,Private,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,99999.0,0.0,60.0,United-States,0.9968256729581623,>50K
42.0,State-gov,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,45.0,United-States,0.6578008769324426,>50K
